Cell,E,W,N,S
"(32, 38)",0,0,1,1
"(33, 38)",1,1,1,0
"(34, 38)",1,1,0,1
"(35, 38)",1,0,1,1
"(36, 38)",0,0,1,1
"(37, 38)",1,1,1,1
"(38, 38)",1,0,1,0
"(39, 38)",1,1,0,1
"(40, 38)",1,0,1,0
"(41, 38)",1,1,0,0
"(42, 38)",1,0,0,1
"(43, 38)",1,1,1,1
"(44, 38)",0,1,1,1
"(45, 38)",1,0,1,0
"(46, 38)",0,1,0,0
"(47, 38)",1,1,0,1
"(48, 38)",0,1,1,0
"(49, 38)",1,1,0,0
"(50, 38)",0,1,0,1
"(51, 38)",0,0,1,1
"(52, 38)",1,0,1,1
"(53, 38)",0,1,1,1
"(54, 38)",1,0,1,1
"(55, 38)",1,1,1,1
"(56, 38)",0,1,1,1
"(57, 38)",1,1,1,0
"(58, 38)",1,1,0,1
"(59, 38)",0,1,1,0
"(60, 38)",1,1,0,1
"(61, 38)",0,0,1,1
"(62, 38)",1,0,1,0
"(63, 38)",1,1,0,1
"(64, 38)",1,0,1,0
"(65, 38)",0,1,0,1
"(66, 38)",1,0,1,0
"(67, 38)",0,1,0,0
"(68, 38)",0,1,0,1
"(69, 38)",0,0,1,1
"(70, 38)",1,1,1,0
"(1, 39)",1,0,0,1
"(2, 39)",1,1,1,1
"(3, 39)",0,0,1,1
"(4, 39)",1,0,1,1
"(5, 39)",1,1,1,1
"(6, 39)",0,1,1,0
"(7, 39)",1,0,0,1
"(8, 39)",0,1,1,0
"(9, 39)",1,1,0,1
"(10, 39)",0,0,1,1
"(11, 39)",0,0,1,1
"(12, 39)",1,0,1,0
"(13, 39)",0,1,0,1
"(14, 39)",0,1,1,1
"(15, 39)",0,1,1,1
"(16, 39)",1,0,1,1
"(17, 39)",1,1,1,1
"(18, 39)",0,0,1,0
"(19, 39)",1,1,0,0
"(20, 39)",1,1,0,0
"(21, 39)",1,1,0,1
"(22, 39)",0,0,1,1
"(23, 39)",0,1,1,1
"(24, 39)",0,1,1,0
"(25, 39)",1,1,0,1
"(26, 39)",1,1,1,1
"(27, 39)",1,0,1,0
"(28, 39)",1,1,0,0
"(29, 39)",1,1,0,1
"(30, 39)",0,1,1,1
"(31, 39)",1,0,1,1
"(32, 39)",1,0,1,1
"(33, 39)",0,1,1,1
"(34, 39)",0,1,1,0
"(35, 39)",1,1,0,1
"(36, 39)",0,0,1,0
"(37, 39)",1,1,0,0
"(38, 39)",0,1,0,1
"(39, 39)",1,1,1,0
"(40, 39)",1,1,0,0
"(41, 39)",0,1,0,1
"(42, 39)",1,1,1,0
"(43, 39)",1,1,0,1
"(44, 39)",0,0,1,1
"(45, 39)",0,1,1,1
"(46, 39)",0,0,1,1
"(47, 39)",1,1,1,0
"(48, 39)",1,0,0,1
"(49, 39)",0,1,1,1
"(50, 39)",1,0,1,1
"(51, 39)",0,0,1,0
"(52, 39)",0,1,0,1
"(53, 39)",1,0,1,0
"(54, 39)",1,1,0,0
"(55, 39)",0,1,0,1
"(56, 39)",0,0,1,1
"(57, 39)",0,1,1,1
"(58, 39)",1,1,1,1
"(59, 39)",1,0,1,1
"(60, 39)",0,1,1,1
"(61, 39)",0,0,1,1
"(62, 39)",1,1,1,0
"(63, 39)",1,1,0,0
"(64, 39)",1,1,0,1
"(65, 39)",0,0,1,1
"(66, 39)",0,1,1,1
"(67, 39)",0,0,1,1
"(68, 39)",0,0,1,1
"(69, 39)",1,0,1,1
"(70, 39)",1,1,1,0
"(1, 40)",1,1,0,0
"(2, 40)",1,1,0,0
"(3, 40)",1,0,0,1
"(4, 40)",0,1,1,0
"(5, 40)",1,1,0,1
"(6, 40)",1,0,1,0
"(7, 40)",1,1,0,0
"(8, 40)",1,0,0,1
"(9, 40)",0,1,1,1
"(10, 40)",0,0,1,1
"(11, 40)",1,0,1,1
"(12, 40)",1,1,1,0
"(13, 40)",1,0,0,1
"(14, 40)",0,0,1,1
"(15, 40)",1,0,1,0
"(16, 40)",1,1,0,0
"(17, 40)",1,1,0,1
"(18, 40)",1,0,1,1
"(19, 40)",0,1,1,1
"(20, 40)",1,1,1,0
"(21, 40)",0,1,0,1
"(22, 40)",1,0,1,1
"(23, 40)",0,0,1,1
"(24, 40)",0,0,1,0
"(25, 40)",1,1,0,0
"(26, 40)",1,1,0,0
"(27, 40)",1,1,0,1
"(28, 40)",0,1,1,0
"(29, 40)",1,1,0,1
"(30, 40)",0,0,1,1
"(31, 40)",0,1,1,0
"(32, 40)",1,1,0,1
"(33, 40)",0,0,1,1
"(34, 40)",1,0,1,1
"(35, 40)",0,1,1,1
"(36, 40)",1,0,1,1
"(37, 40)",0,1,1,1
"(38, 40)",0,0,1,1
"(39, 40)",0,1,1,1
"(40, 40)",1,1,1,1
"(41, 40)",0,0,1,1
"(42, 40)",1,1,1,0
"(43, 40)",0,1,0,1
"(44, 40)",1,0,1,1
"(45, 40)",0,0,1,1
"(46, 40)",0,0,1,1
"(47, 40)",1,1,1,1
"(48, 40)",0,1,1,0
"(49, 40)",1,0,0,1
"(50, 40)",0,1,1,1
"(51, 40)",1,0,1,1
"(52, 40)",0,0,1,1
"(53, 40)",1,1,1,0
"(54, 40)",1,1,0,0
"(55, 40)",1,0,0,1
"(56, 40)",0,0,1,1
"(57, 40)",1,0,1,0
"(58, 40)",0,1,0,0
"(59, 40)",1,1,0,0
"(60, 40)",1,0,0,1
"(61, 40)",0,0,1,1
"(62, 40)",0,1,1,0
"(63, 40)",0,1,0,1
"(64, 40)",0,1,1,1
"(65, 40)",1,0,1,0
"(66, 40)",1,0,0,1
"(67, 40)",0,0,1,1
"(68, 40)",1,0,1,0
"(69, 40)",1,1,0,0
"(70, 40)",1,1,0,0
"(1, 41)",1,1,0,1
"(2, 41)",1,1,1,0
"(3, 41)",1,1,0,1
"(4, 41)",0,0,1,1
"(5, 41)",1,1,1,0
"(6, 41)",1,1,0,0
"(7, 41)",0,1,0,1
"(8, 41)",1,1,1,1
"(9, 41)",1,0,1,1
"(10, 41)",1,0,1,0
"(11, 41)",1,1,0,0
"(12, 41)",1,1,0,1
"(13, 41)",1,1,1,1
"(14, 41)",0,0,1,1
"(15, 41)",0,1,1,1
"(16, 41)",0,1,1,0
"(17, 41)",1,1,0,0
"(18, 41)",1,1,0,0
"(19, 41)",1,0,0,1
"(20, 41)",0,1,1,1
"(21, 41)",1,0,1,0
"(22, 41)",1,1,0,1
"(23, 41)",1,0,1,0
"(24, 41)",1,0,0,1
"(25, 41)",0,1,1,0
"(26, 41)",1,1,0,1
"(27, 41)",1,1,1,1
"(28, 41)",0,0,1,1
"(29, 41)",0,1,1,1
"(30, 41)",0,0,1,1
"(31, 41)",0,0,1,0
"(32, 41)",0,1,0,1
"(33, 41)",1,0,1,1
"(34, 41)",0,1,1,1
"(35, 41)",1,0,1,0
"(36, 41)",1,1,0,0
"(37, 41)",1,0,0,1
"(38, 41)",0,0,1,1
"(39, 41)",1,0,1,0
"(40, 41)",1,1,0,1
"(41, 41)",0,0,1,1
"(42, 41)",0,1,1,1
"(43, 41)",1,0,1,1
"(44, 41)",0,1,1,1
"(45, 41)",1,0,1,0
"(46, 41)",1,0,0,1
"(47, 41)",0,1,1,1
"(48, 41)",1,0,1,1
"(49, 41)",0,1,1,0
"(50, 41)",1,0,0,0
"(51, 41)",0,1,0,1
"(52, 41)",1,0,1,1
"(53, 41)",0,1,1,1
"(54, 41)",0,1,1,1
"(55, 41)",0,1,1,1
"(56, 41)",1,0,1,0
"(57, 41)",1,1,0,0
"(58, 41)",1,0,0,1
"(59, 41)",1,1,1,0
"(60, 41)",1,1,0,0
"(61, 41)",0,0,0,1
"(62, 41)",1,0,1,1
"(63, 41)",1,0,1,0
"(64, 41)",1,0,0,1
"(65, 41)",1,1,1,0
"(66, 41)",1,1,0,1
"(67, 41)",1,0,1,0
"(68, 41)",1,1,0,1
"(69, 41)",0,1,1,0
"(70, 41)",0,1,0,0
"(1, 42)",1,1,0,0
"(2, 42)",1,1,0,0
"(3, 42)",1,1,0,0
"(4, 42)",1,0,0,1
"(5, 42)",0,1,1,1
"(6, 42)",1,1,1,0
"(7, 42)",1,0,0,1
"(8, 42)",0,1,1,0
"(9, 42)",1,1,0,0
"(10, 42)",0,1,0,1
"(11, 42)",1,1,1,1
"(12, 42)",1,1,1,0
"(13, 42)",1,1,0,1
"(14, 42)",0,0,1,1
"(15, 42)",1,0,1,1
"(16, 42)",1,0,1,0
"(17, 42)",0,1,0,0
"(18, 42)",1,1,0,0
"(19, 42)",1,1,0,1
"(20, 42)",1,0,1,0
"(21, 42)",0,1,0,1
"(22, 42)",1,1,1,0
"(23, 42)",1,1,0,1
"(24, 42)",1,1,1,0
"(25, 42)",1,0,0,1
"(26, 42)",1,1,1,0
"(27, 42)",0,1,0,1
"(28, 42)",1,0,1,0
"(29, 42)",1,0,0,1
"(30, 42)",1,0,1,1
"(31, 42)",0,0,1,1
"(32, 42)",1,0,1,1
"(33, 42)",0,1,1,1
"(34, 42)",0,0,1,1
"(35, 42)",1,1,1,1
"(36, 42)",1,1,1,0
"(37, 42)",1,1,0,1
"(38, 42)",1,0,1,0
"(39, 42)",1,1,0,0
"(40, 42)",1,1,0,1
"(41, 42)",1,0,1,1
"(42, 42)",0,0,1,0
"(43, 42)",1,1,0,0
"(44, 42)",1,0,0,1
"(45, 42)",0,1,1,0
"(46, 42)",1,1,0,1
"(47, 42)",0,0,1,1
"(48, 42)",0,1,1,1
"(49, 42)",1,0,1,1
"(50, 42)",1,1,1,1
"(51, 42)",0,0,1,1
"(52, 42)",1,1,1,1
"(53, 42)",1,0,1,0
"(54, 42)",1,0,0,1
"(55, 42)",1,0,1,1
"(56, 42)",0,1,1,1
"(57, 42)",0,1,1,1
"(58, 42)",0,1,1,0
"(59, 42)",1,1,0,0
"(60, 42)",0,1,0,1
"(61, 42)",0,0,1,1
"(62, 42)",0,1,1,0
"(63, 42)",1,1,0,0
"(64, 42)",1,1,0,0
"(65, 42)",0,1,0,1
"(66, 42)",1,1,1,0
"(67, 42)",0,1,0,1
"(68, 42)",1,1,1,1
"(69, 42)",0,0,1,1
"(70, 42)",1,0,1,0
"(1, 43)",0,1,0,0
"(2, 43)",1,1,0,0
"(3, 43)",1,1,0,1
"(4, 43)",1,1,1,1
"(5, 43)",1,0,1,0
"(6, 43)",1,1,0,0
"(7, 43)",1,1,0,0
"(8, 43)",1,0,0,1
"(9, 43)",0,1,1,1
"(10, 43)",1,0,1,1
"(11, 43)",1,1,1,0
"(12, 43)",0,1,0,1
"(13, 43)",0,1,1,0
"(14, 43)",1,0,0,1
"(15, 43)",1,1,1,0
"(16, 43)",1,1,0,1
"(17, 43)",1,0,1,0
"(18, 43)",0,1,0,1
"(19, 43)",0,1,1,0
"(20, 43)",0,1,0,1
"(21, 43)",1,0,1,1
"(22, 43)",0,1,1,1
"(23, 43)",1,1,1,0
"(24, 43)",1,1,0,1
"(25, 43)",1,1,1,0
"(26, 43)",1,1,0,1
"(27, 43)",1,0,1,1
"(28, 43)",0,1,1,1
"(29, 43)",0,1,1,0
"(30, 43)",1,1,0,1
"(31, 43)",1,0,1,1
"(32, 43)",0,1,1,0
"(33, 43)",1,0,0,1
"(34, 43)",1,0,1,1
"(35, 43)",0,1,1,0
"(36, 43)",1,1,0,1
"(37, 43)",0,1,1,0
"(38, 43)",1,1,0,1
"(39, 43)",0,1,1,1
"(40, 43)",0,1,1,0
"(41, 43)",1,1,0,1
"(42, 43)",0,0,1,1
"(43, 43)",0,1,1,1
"(44, 43)",1,1,1,1
"(45, 43)",1,0,1,1
"(46, 43)",0,1,1,0
"(47, 43)",1,0,0,1
"(48, 43)",1,0,1,1
"(49, 43)",1,1,1,0
"(50, 43)",1,1,0,1
"(51, 43)",1,0,1,1
"(52, 43)",0,1,1,0
"(53, 43)",1,1,0,1
"(54, 43)",1,1,1,0
"(55, 43)",0,1,0,1
"(56, 43)",1,0,1,1
"(57, 43)",0,0,1,1
"(58, 43)",1,0,1,1
"(59, 43)",1,1,1,0
"(60, 43)",1,0,0,1
"(61, 43)",1,0,1,1
"(62, 43)",1,0,1,1
"(63, 43)",0,1,1,0
"(64, 43)",1,1,0,0
"(65, 43)",0,0,0,1
"(66, 43)",0,1,1,1
"(67, 43)",0,0,1,1
"(68, 43)",0,1,1,1
"(69, 43)",1,0,1,1
"(70, 43)",1,1,1,0
"(1, 44)",1,0,0,1
"(2, 44)",0,1,1,0
"(3, 44)",1,1,0,0
"(4, 44)",0,1,0,0
"(5, 44)",1,1,0,0
"(6, 44)",1,1,0,0
"(7, 44)",1,1,0,0
"(8, 44)",1,1,0,1
"(9, 44)",1,0,1,1
"(10, 44)",0,1,1,0
"(11, 44)",0,1,0,1
"(12, 44)",1,0,1,1
"(13, 44)",0,0,1,1
"(14, 44)",1,1,1,0
"(15, 44)",0,1,0,1
"(16, 44)",1,1,1,0
"(17, 44)",1,1,0,1
"(18, 44)",0,0,1,1
"(19, 44)",1,0,1,1
"(20, 44)",0,0,1,1
"(21, 44)",0,1,1,1
"(22, 44)",1,0,1,1
"(23, 44)",1,1,1,0
"(24, 44)",1,1,0,0
"(25, 44)",1,1,0,1
"(26, 44)",1,1,1,0
"(27, 44)",0,1,0,1
"(28, 44)",1,0,1,0
"(29, 44)",1,0,0,0
"(30, 44)",1,1,0,0
"(31, 44)",1,1,0,1
"(32, 44)",0,0,1,1
"(33, 44)",1,1,1,0
"(34, 44)",0,1,0,1
"(35, 44)",0,0,1,1
"(36, 44)",0,1,1,1
"(37, 44)",1,0,1,1
"(38, 44)",0,1,1,1
"(39, 44)",1,0,1,1
"(40, 44)",1,0,1,1
"(41, 44)",0,1,1,1
"(42, 44)",1,0,1,0
"(43, 44)",1,0,0,1
"(44, 44)",0,1,1,0
"(45, 44)",1,1,0,0
"(46, 44)",1,0,0,1
"(47, 44)",1,1,1,0
"(48, 44)",1,1,0,0
"(49, 44)",1,1,0,1
"(50, 44)",0,1,1,0
"(51, 44)",1,1,0,0
"(52, 44)",1,0,0,1
"(53, 44)",1,1,1,0
"(54, 44)",1,1,0,1
"(55, 44)",0,0,1,0
"(56, 44)",0,1,0,1
"(57, 44)",1,0,1,0
"(58, 44)",1,1,0,0
"(59, 44)",0,1,0,1
"(60, 44)",1,1,1,0
"(61, 44)",1,1,0,0
"(62, 44)",0,1,0,1
"(63, 44)",1,0,1,1
"(64, 44)",0,1,1,1
"(65, 44)",1,0,1,0
"(66, 44)",1,0,0,1
"(67, 44)",0,0,1,1
"(68, 44)",1,0,1,0
"(69, 44)",0,1,0,0
"(70, 44)",1,1,0,0
"(1, 45)",1,1,0,0
"(2, 45)",1,0,0,0
"(3, 45)",0,1,0,1
"(4, 45)",1,0,1,0
"(5, 45)",0,1,0,1
"(6, 45)",1,1,1,0
"(7, 45)",0,1,0,1
"(8, 45)",1,1,1,0
"(9, 45)",1,1,0,0
"(10, 45)",1,0,0,1
"(11, 45)",1,0,1,1
"(12, 45)",0,1,1,1
"(13, 45)",1,0,1,1
"(14, 45)",1,1,1,0
"(15, 45)",1,0,0,1
"(16, 45)",0,1,1,0
"(17, 45)",0,1,0,1
"(18, 45)",0,0,1,1
"(19, 45)",0,1,1,1
"(20, 45)",1,0,1,0
"(21, 45)",1,0,0,1
"(22, 45)",0,1,1,0
"(23, 45)",1,1,0,0
"(24, 45)",1,1,0,1
"(25, 45)",0,1,1,0
"(26, 45)",1,1,0,1
"(27, 45)",1,0,1,0
"(28, 45)",1,1,0,1
"(29, 45)",0,1,1,1
"(30, 45)",1,1,1,0
"(31, 45)",1,1,0,1
"(32, 45)",1,0,1,0
"(33, 45)",1,1,0,1
"(34, 45)",0,0,1,1
"(35, 45)",1,0,1,0
"(36, 45)",1,0,0,1
"(37, 45)",0,1,1,1
"(38, 45)",1,0,1,0
"(39, 45)",0,1,0,0
"(40, 45)",1,1,0,0
"(41, 45)",1,0,0,1
"(42, 45)",1,1,1,1
"(43, 45)",0,1,1,1
"(44, 45)",1,0,1,1
"(45, 45)",0,1,1,1
"(46, 45)",1,1,1,0
"(47, 45)",1,1,0,1
"(48, 45)",0,1,1,1
"(49, 45)",1,1,1,0
"(50, 45)",1,0,0,1
"(51, 45)",0,1,1,0
"(52, 45)",1,1,0,0
"(53, 45)",1,1,0,1
"(54, 45)",0,1,1,1
"(55, 45)",1,0,1,1
"(56, 45)",1,0,1,1
"(57, 45)",1,1,1,1
"(58, 45)",0,1,1,1
"(59, 45)",1,0,1,1
"(60, 45)",1,1,1,0
"(61, 45)",1,1,0,1
"(62, 45)",1,0,1,0
"(63, 45)",0,1,0,1
"(64, 45)",0,0,1,1
"(65, 45)",1,1,1,1
"(66, 45)",0,1,1,1
"(67, 45)",1,0,1,0
"(68, 45)",0,1,0,1
"(69, 45)",0,0,1,1
"(70, 45)",1,1,1,0
"(1, 46)",1,1,0,1
"(2, 46)",1,1,1,1
"(3, 46)",0,0,1,1
"(4, 46)",0,1,1,1
"(5, 46)",1,0,1,1
"(6, 46)",0,1,1,1
"(7, 46)",1,0,1,0
"(8, 46)",1,1,0,1
"(9, 46)",1,1,1,1
"(10, 46)",1,1,1,0
"(11, 46)",1,1,0,0
"(12, 46)",1,0,0,1
"(13, 46)",0,1,1,0
"(14, 46)",0,1,0,0
"(15, 46)",1,1,0,0
"(16, 46)",1,0,0,1
"(17, 46)",0,0,1,1
"(18, 46)",1,0,1,0
"(19, 46)",1,0,0,1
"(20, 46)",0,1,1,1
"(21, 46)",0,1,1,1
"(22, 46)",1,0,1,1
"(23, 46)",0,1,1,1
"(24, 46)",1,1,1,0
"(25, 46)",0,0,0,1
"(26, 46)",1,1,1,0
"(27, 46)",1,1,0,1
"(28, 46)",0,1,1,0
"(29, 46)",1,0,0,1
"(30, 46)",0,1,1,0
"(31, 46)",0,1,0,0
"(32, 46)",1,1,0,0
"(33, 46)",1,1,0,1
"(34, 46)",1,0,1,0
"(35, 46)",1,1,0,1
"(36, 46)",0,1,1,1
"(37, 46)",1,0,1,1
"(38, 46)",0,1,1,0
"(39, 46)",1,0,0,1
"(40, 46)",0,1,1,0
"(41, 46)",1,1,0,0
"(42, 46)",0,1,0,1
"(43, 46)",1,0,1,1
"(44, 46)",0,1,1,1
"(45, 46)",1,0,1,1
"(46, 46)",0,1,1,0
"(47, 46)",1,1,0,0
"(48, 46)",1,0,0,1
"(49, 46)",0,1,1,1
"(50, 46)",1,1,1,1
"(51, 46)",1,0,1,0
"(52, 46)",1,1,0,0
"(53, 46)",1,1,0,1
"(54, 46)",0,0,1,1
"(55, 46)",1,1,1,0
"(56, 46)",1,1,0,0
"(57, 46)",0,1,0,1
"(58, 46)",1,0,1,1
"(59, 46)",1,1,1,0
"(60, 46)",1,1,0,1
"(61, 46)",1,1,1,0
"(62, 46)",0,1,0,1
"(63, 46)",0,0,1,0
"(64, 46)",1,0,0,1
"(65, 46)",0,1,1,1
"(66, 46)",0,0,1,0
"(67, 46)",1,1,0,0
"(68, 46)",1,0,0,0
"(69, 46)",1,0,0,1
"(70, 46)",0,1,1,0
"(1, 47)",1,1,0,0
"(2, 47)",1,1,0,0
"(3, 47)",1,0,0,1
"(4, 47)",0,0,1,1
"(5, 47)",1,1,1,0
"(6, 47)",1,0,0,1
"(7, 47)",0,1,1,1
"(8, 47)",1,1,1,0
"(9, 47)",1,1,0,0
"(10, 47)",1,1,0,0
"(11, 47)",1,1,0,1
"(12, 47)",0,1,1,1
"(13, 47)",0,0,1,1
"(14, 47)",1,0,1,0
"(15, 47)",1,1,0,0
"(16, 47)",1,1,0,1
"(17, 47)",0,0,1,0
"(18, 47)",1,1,0,1
"(19, 47)",0,1,1,1
"(20, 47)",0,0,1,1
"(21, 47)",0,0,1,1
"(22, 47)",1,1,1,0
"(23, 47)",1,0,0,1
"(24, 47)",1,1,1,0
"(25, 47)",1,0,0,1
"(26, 47)",1,1,1,0
"(27, 47)",0,1,0,1
"(28, 47)",1,0,1,0
"(29, 47)",1,1,0,0
"(30, 47)",1,0,0,1
"(31, 47)",1,0,1,0
"(32, 47)",1,1,0,0
"(33, 47)",0,1,0,0
"(34, 47)",1,1,0,1
"(35, 47)",0,1,1,1
"(36, 47)",1,0,1,0
"(37, 47)",0,1,0,1
"(38, 47)",1,0,1,1
"(39, 47)",0,1,1,0
"(40, 47)",1,0,0,0
"(41, 47)",1,1,0,1
"(42, 47)",0,0,1,1
"(43, 47)",1,1,1,1
"(44, 47)",0,0,1,1
"(45, 47)",0,1,1,1
"(46, 47)",1,0,1,0
"(47, 47)",0,1,0,1
"(48, 47)",1,1,1,0
"(49, 47)",1,0,0,1
"(50, 47)",1,1,1,0
"(51, 47)",1,1,0,1
"(52, 47)",1,1,1,0
"(53, 47)",0,1,0,1
"(54, 47)",1,0,1,1
"(55, 47)",1,1,1,0
"(56, 47)",0,1,0,1
"(57, 47)",1,0,1,0
"(58, 47)",1,1,0,0
"(59, 47)",1,1,0,1
"(60, 47)",1,1,1,0
"(61, 47)",1,1,0,0
"(62, 47)",1,0,0,1
"(63, 47)",1,0,1,0
"(64, 47)",0,1,0,1
"(65, 47)",1,0,1,0
"(66, 47)",1,0,0,1
"(67, 47)",0,1,1,1
"(68, 47)",1,1,1,1
"(69, 47)",0,1,1,1
"(70, 47)",1,0,1,0
"(1, 48)",1,1,0,0
"(2, 48)",1,1,0,1
"(3, 48)",0,1,1,0
"(4, 48)",1,0,0,0
"(5, 48)",0,1,0,1
"(6, 48)",1,1,1,1
"(7, 48)",0,0,1,1
"(8, 48)",1,1,1,0
"(9, 48)",1,1,0,0
"(10, 48)",1,1,0,1
"(11, 48)",0,1,1,1
"(12, 48)",1,0,1,1
"(13, 48)",1,0,1,1
"(14, 48)",1,1,1,1
"(15, 48)",1,1,1,0
"(16, 48)",1,1,0,0
"(17, 48)",1,0,0,1
"(18, 48)",1,1,1,1
"(19, 48)",0,0,1,1
"(20, 48)",0,0,1,1
"(21, 48)",0,0,1,1
"(22, 48)",0,1,1,1
"(23, 48)",0,1,1,0
"(24, 48)",0,1,0,1
"(25, 48)",1,1,1,0
"(26, 48)",1,1,0,0
"(27, 48)",1,0,0,1
"(28, 48)",0,1,1,0
"(29, 48)",1,1,0,1
"(30, 48)",0,1,1,0
"(31, 48)",1,1,0,1
"(32, 48)",0,1,1,1
"(33, 48)",1,0,1,0
"(34, 48)",1,1,0,0
"(35, 48)",1,0,0,1
"(36, 48)",1,1,1,0
"(37, 48)",1,0,0,1
"(38, 48)",1,1,1,1
"(39, 48)",1,0,1,1
"(40, 48)",0,1,1,1
"(41, 48)",1,1,1,0
"(42, 48)",1,0,0,0
"(43, 48)",0,1,0,1
"(44, 48)",1,0,1,0
"(45, 48)",1,0,0,1
"(46, 48)",1,1,1,0
"(47, 48)",1,0,0,0
"(48, 48)",1,1,0,1
"(49, 48)",1,1,1,0
"(50, 48)",1,1,0,1
"(51, 48)",0,1,1,0
"(52, 48)",1,1,0,1
"(53, 48)",1,0,1,0
"(54, 48)",1,1,0,0
"(55, 48)",1,1,0,0
"(56, 48)",1,0,0,1
"(57, 48)",1,1,1,0
"(58, 48)",1,1,0,1
"(59, 48)",1,1,1,0
"(60, 48)",1,1,0,1
"(61, 48)",0,1,1,1
"(62, 48)",0,1,1,0
"(63, 48)",0,1,0,1
"(64, 48)",1,0,1,1
"(65, 48)",0,1,1,0
"(66, 48)",1,1,0,1
"(67, 48)",1,0,1,1
"(68, 48)",1,1,1,1
"(69, 48)",0,0,1,1
"(70, 48)",1,1,1,0
"(1, 49)",1,1,0,1
"(2, 49)",0,1,1,0
"(3, 49)",1,0,0,1
"(4, 49)",0,1,1,1
"(5, 49)",0,0,1,1
"(6, 49)",1,1,1,1
"(7, 49)",0,0,1,1
"(8, 49)",1,1,1,0
"(9, 49)",1,1,0,1
"(10, 49)",0,1,1,1
"(11, 49)",0,0,1,1
"(12, 49)",1,1,1,0
"(13, 49)",1,1,0,0
"(14, 49)",1,1,0,0
"(15, 49)",1,1,0,0
"(16, 49)",1,1,0,1
"(17, 49)",0,1,1,0
"(18, 49)",1,1,0,1
"(19, 49)",1,0,1,0
"(20, 49)",1,0,0,1
"(21, 49)",0,0,1,1
"(22, 49)",1,0,1,1
"(23, 49)",1,0,1,0
"(24, 49)",1,0,0,1
"(25, 49)",1,1,1,1
"(26, 49)",0,1,1,1
"(27, 49)",0,1,1,0
"(28, 49)",0,0,0,1
"(29, 49)",1,1,1,0
"(30, 49)",1,0,0,1
"(31, 49)",0,1,1,0
"(32, 49)",1,0,0,1
"(33, 49)",0,1,1,0
"(34, 49)",0,1,0,1
"(35, 49)",1,1,1,0
"(36, 49)",0,1,0,1
"(37, 49)",0,1,1,0
"(38, 49)",1,1,0,0
"(39, 49)",1,1,0,1
"(40, 49)",1,0,1,0
"(41, 49)",1,1,0,1
"(42, 49)",1,1,1,0
"(43, 49)",1,0,0,1
"(44, 49)",1,1,1,0
"(45, 49)",1,1,0,0
"(46, 49)",0,1,0,1
"(47, 49)",1,1,1,1
"(48, 49)",0,1,1,0
"(49, 49)",1,1,0,1
"(50, 49)",1,1,1,0
"(51, 49)",1,0,0,1
"(52, 49)",0,1,1,0
"(53, 49)",1,1,0,1
"(54, 49)",0,1,1,1
"(55, 49)",0,1,1,1
"(56, 49)",1,1,1,0
"(57, 49)",1,1,0,0
"(58, 49)",0,1,0,0
"(59, 49)",1,1,0,0
"(60, 49)",1,1,0,0
"(61, 49)",1,0,0,1
"(62, 49)",0,0,1,1
"(63, 49)",1,0,1,0
"(64, 49)",1,1,0,0
"(65, 49)",1,0,0,1
"(66, 49)",0,1,1,0
"(67, 49)",1,1,0,0
"(68, 49)",1,1,0,1
"(69, 49)",0,0,1,1
"(70, 49)",1,1,1,0
"(1, 50)",1,1,0,0
"(2, 50)",0,0,0,1
"(3, 50)",1,1,1,0
"(4, 50)",1,0,0,1
"(5, 50)",0,0,1,1
"(6, 50)",1,1,1,0
"(7, 50)",1,0,0,1
"(8, 50)",1,1,1,0
"(9, 50)",0,1,0,1
"(10, 50)",1,0,1,0
"(11, 50)",0,0,0,1
"(12, 50)",1,1,1,0
"(13, 50)",1,1,0,0
"(14, 50)",0,1,0,1
"(15, 50)",0,1,1,0
"(16, 50)",1,1,0,1
"(17, 50)",0,0,1,1
"(18, 50)",0,1,1,0
"(19, 50)",1,1,0,1
"(20, 50)",0,1,1,0
"(21, 50)",1,0,0,1
"(22, 50)",0,1,1,0
"(23, 50)",1,1,0,1
"(24, 50)",0,1,1,0
"(25, 50)",1,1,0,1
"(26, 50)",1,0,1,1
"(27, 50)",0,0,1,1
"(28, 50)",1,0,1,1
"(29, 50)",1,1,1,0
"(30, 50)",1,1,0,1
"(31, 50)",0,0,1,1
"(32, 50)",1,1,1,1
"(33, 50)",0,0,1,1
"(34, 50)",0,0,1,1
"(35, 50)",0,1,1,1
"(36, 50)",0,0,1,1
"(37, 50)",1,0,1,1
"(38, 50)",0,1,1,1
"(39, 50)",0,1,1,0
"(40, 50)",1,1,0,1
"(41, 50)",1,1,1,0
"(42, 50)",0,1,0,1
"(43, 50)",1,1,1,0
"(44, 50)",1,1,0,1
"(45, 50)",0,1,1,0
"(46, 50)",1,0,0,1
"(47, 50)",0,1,1,1
"(48, 50)",0,0,1,1
"(49, 50)",1,1,1,0
"(50, 50)",1,1,0,1
"(51, 50)",0,1,1,1
"(52, 50)",1,0,1,0
"(53, 50)",1,1,0,0
"(54, 50)",1,0,0,0
"(55, 50)",1,0,0,1
"(56, 50)",0,1,1,1
"(57, 50)",0,1,1,1
"(58, 50)",1,0,1,0
"(59, 50)",1,1,0,1
"(60, 50)",0,1,1,0
"(61, 50)",1,1,0,1
"(62, 50)",0,0,1,1
"(63, 50)",1,1,1,0
"(64, 50)",1,1,0,0
"(65, 50)",1,1,0,1
